PWS ID,PWS Name,PWS Type,Primary Source,Counties Served,Cities Served,PopulationServed Count,Number of Facilities,Number of Violations,Number of Site Visits
NC0217101,CAROLINA MANOR MHP,Community water system,Ground water,Caswell,PROVIDENCE,38,4,1371,30
NC0353101,CAROLINA TRACE WATER SYSTEM,Community water system,Surface water purchased,Lee,SANFORD,"4,160",9,4,42
NC0150111,CAROLINA VILLAGE APARTMENTS,Community water system,Ground water,Jackson,CULLOWHEE,81,4,66,24
NC0427103,CAROLINA VILLAGE MHP,Community water system,Ground water,Currituck,MOYOCK,305,7,66,85
NC0150152,CAROL`S CABINS,Community water system,Ground water,Jackson,SYLVA,51,5,77,37
NC3041045,CARRIAGE WAY  S/D,Community water system,Ground water,Guilford,BURLINGTON,51,7,6,27
NC0363025,"CARTHAGE, TOWN OF",Community water system,Surface water,Moore,CARTHAGE,"3,609",8,176,225
NC0392020,"CARY, TOWN OF",Community water system,Surface water,Wake,CARY,"201,711",21,13,97
NC0150163,CASHIERS VILLAGE,Community water system,Ground water,Jackson,CASHIERS,89,5,73,31
NC7071018,CASTLE BAY S/D,Community water system,Ground water,Pender,HAMPSTEAD,752,7,49,39
NC0465195,CASTLE CREEK MEMORY CARE,Community water system,Ground water,New Hanover,CASTLE HAYNE,86,4,65,54
NC0136345,CASTLEWOOD S/D,Community water system,Ground water,Gaston,GASTONIA,53,4,5,26
NC0188133,CATATOGA AT LAKE TOXAWAY,Community water system,Ground water,Transylvania,LAKE TOXAWAY,35,5,59,26
NC0118040,"CATAWBA, TOWN OF",Community water system,Surface water purchased,Catawba,CATAWBA,"1,181",4,6,61
NC0276202,CEDAR CREEK S/D,Community water system,Ground water,Randolph,ASHEBORO,105,4,5,26
NC0150161,CEDAR CREEK WOODS,Community water system,Ground water,Jackson,CASHIERS,114,7,23,23
NC0180194,CEDAR GLENN MHP INC,Community water system,Ground water,Rowan,CLEVELAND,198,6,183,66
NC0136249,CEDAR GROVE S/D,Community water system,Ground water,Gaston,GASTONIA,462,13,66,38
NC0150175,CEDAR HILL,Community water system,Ground water,Jackson,CASHIERS,211,7,14,20
NC0279176,CEDAR HOLLOW S/D,Community water system,Ground water,Rockingham,STOKESDALE,224,6,1,40
NC0319128,CEDAR LAKE CONDO,Community water system,Ground water,Chatham,CHAPEL HILL,40,4,102,25
NC0464317,CEDAR LAKE MHP,Community water system,Ground water,Nash,MIDDLESEX,124,4,19,14
NC0241105,CEDAR PARK MHP,Community water system,Ground water,Guilford,GREENSBORO,112,5,89,30
NC0150178,CEDAR RIDGE ESTATES,Community water system,Ground water,Jackson,CASHIERS,97,8,67,24
NC0319132,CEDAR TERRACE APARTMENTS,Community water system,Ground water,Chatham,CHAPEL HILL,123,4,25,27
NC0136250,CEDAR VALLEY,Community water system,Ground water,Gaston,DALLAS,66,4,17,23
NC0118166,CEDAR VALLEY WATER SYSTEM,Community water system,Ground water,Catawba,CONOVER,134,7,92,28
NC0319130,CEDAR VILLAGE II,Community water system,Ground water,Chatham,CHAPEL HILL,25,4,95,23
NC0102129,CEDAR WOOD ESTATES,Community water system,Surface water purchased,Alexander,TAYLORSVILLE,109,5,33,38
NC0156126,CEDARBROOK RESIDENTIAL HOME,Community water system,Ground water,McDowell,NEBO,80,6,41,32
NC0136114,CEDARWOOD ACRES,Community water system,Ground water,Gaston,DALLAS,162,11,58,47
NC4064005,CENTRAL NASH WATER & SEWER,Community water system,Surface water purchased,Nash,NASHVILLE,"5,883",8,14,35
NC0424055,"CERRO GORDO, TOWN OF",Community water system,Ground water,Columbus,CERRO GORDO,231,7,19,42
NC0465010,CFPUA-WILMINGTON,Community water system,Surface water,New Hanover,WILMINGTON,"159,707",63,14,494
NC0465137,CFPUA/MONTEREY HEIGHTS,Community water system,Ground water,New Hanover,WILMINGTON,"9,619",20,6,88
NC0465232,CFPUA/NHC,Community water system,Ground water,New Hanover,WILMINGTON,"36,060",92,21,343
NC0424020,"CHADBOURN, TOWN OF",Community water system,Ground water,Columbus,CHADBOURN,"2,370",10,13,65
NC7010054,CHADWICK MHP,Community water system,Ground water,Brunswick,LELAND,90,4,2,33
NC7067005,CHANDA`S RIDGE,Community water system,Ground water,Onslow,MAPLE HILL,70,4,0,26
NC0136380,CHAPEL ACRES MHP,Community water system,Ground water,Gaston,GASTONIA,231,6,4,22
NC0136111,CHAPEL GROVE MHP,Community water system,Ground water,Gaston,GASTONIA,86,5,122,57
NC0195108,CHAPEL HILL S/D,Community water system,Ground water,Watauga,BOONE,245,7,24,28
NC4019009,CHAPEL RIDGE S/D,Community water system,Surface water purchased,Chatham,PITTSBORO,798,3,12,20
NC0118238,CHAPEL VIEW CIRCLE WATER SYS,Community water system,Ground water,Catawba,NEWTON,48,7,85,27
NC0136115,CHAPELWOOD ACRES S/D,Community water system,Ground water,Gaston,GASTONIA,41,4,65,33
NC0106123,CHARLES A CANNON MEMORIAL HOSPITAL,Community water system,Ground water,Avery,LINVILLE,320,7,14,36
NC0160010,CHARLOTTE WATER,Community water system,Surface water,Mecklenburg,CHARLOTTE,"1,093,901",17,10,563
NC4019010,CHATHAM CO-ASBURY,Community water system,Surface water purchased,Chatham,PITTSBORO,"1,155",7,29,26
NC0319126,CHATHAM CO-NORTH,Community water system,Surface water,Chatham,APEX,"20,945",12,63,227
NC0319050,CHATHAM CO-SW CHATHAM,Community water system,Surface water purchased,Chatham,PITTSBORO,"2,132",10,74,48
NC4092069,CHATHAM ESTATES MHP,Community water system,Surface water purchased,Wake,CARY,366,2,4,14
NC0319120,CHATHAM PINES LLC,Community water system,Ground water,Chatham,CHAPEL HILL,98,5,20,27
NC0319104,CHATHAM S/D,Community water system,Surface water purchased,Chatham,CHAPEL HILL,363,7,84,34
NC0150179,CHATTOOGA CLUB,Community water system,Ground water,Jackson,CASHIERS,100,15,218,41
NC0122101,CHATUGE VILLAGE,Community water system,Ground water,Clay,HAYESVILLE,267,7,126,30
NC0136030,"CHERRYVILLE, CITY OF",Community water system,Surface water,Gaston,CHERRYVILLE,"5,949",12,1,418
NC2049015,CHESAPEAKE POINTE MASTER SYSTEM,Community water system,Ground water,Iredell,MOORESVILLE,455,16,0,78
NC4392107,CHESTERFIELD VILLAGE,Community water system,Ground water,Wake,WAKE FOREST,89,4,1,16
NC0276157,CHILTON`S MHP,Community water system,Ground water,Randolph,RANDOLPH COUNTY,45,4,8,23
NC0276168,CHILTON`S MHP (TROY),Community water system,Ground water,Randolph,ASHEBORO,46,6,15,20
NC0181107,CHIMNEY ROCK VILLAGE,Community water system,Ground water,Rutherford,CHIMNEY ROCK,366,13,269,79
NC0180040,"CHINA GROVE, TOWN OF",Community water system,Surface water purchased,Rowan,CHINA GROVE,"4,895",16,92,262
NC1050045,CHINQUAPIN DEVELOPMENT,Community water system,Ground water,Jackson,GLENVILLE,124,4,0,6
NC0431050,CHINQUAPIN WATER ASSOCIATION,Community water system,Ground water,Duplin,CHINQUAPIN,"4,686",18,31,66
NC0149106,CHIPLEY PARK SD,Community water system,Ground water,Iredell,STATESVILLE,251,7,33,45
NC0407025,CHOCOWINITY WATER SYSTEM,Community water system,Ground water,Beaufort,CHOCOWINITY,"2,565",15,33,64
NC0421015,CHOWAN CO WATER SYSTEM,Community water system,Ground water,Chowan,EDENTON,"10,762",19,16,60
NC0111108,CHRISTMOUNT CHRISTIAN ASSEMBLY,Community water system,Ground water,Buncombe,BLACK MOUNTAIN,250,8,21,33
NC0145167,CINNAMON WOODS,Community water system,Surface water purchased,Henderson,FLAT ROCK,288,3,23,16
NC0326331,CIRCLE D MHP,Community water system,Ground water,Cumberland,LINDEN,91,4,26,31
NC0363124,CIRCLE H MHP,Community water system,Ground water,Moore,ABERDEEN,75,7,1204,56
NC0201165,CIRCLE K PARK,Community water system,Ground water,Alamance,GRAHAM,97,4,21,32
NC0241106,CIRCLE M MHP,Community water system,Ground water,Guilford,SUMMERFIELD,195,7,61,34
NC0241577,CLAPP`S ASSISTED LIVING INC,Community water system,Ground water,Guilford,PLEASANT GARDEN,50,4,115,38
NC3041050,CLAPP`S NURSING CTR-APPOMATTOX,Community water system,Ground water,Guilford,PLEASANT GARDEN,265,6,66,33
NC0118035,"CLAREMONT, CITY OF",Community water system,Surface water purchased,Catawba,CLAREMONT,"2,347",5,7,218
NC0363102,CLARENDON GARDENS S/D,Community water system,Ground water,Moore,PINEHURST,276,8,21,48
NC0309020,"CLARKTON, TOWN OF",Community water system,Ground water,Bladen,CLARKTON,"1,500",9,20,56
NC0122010,CLAY CO WATER & SEWER DISTRICT,Community water system,Ground water,Clay,HAYESVILLE,"1,509",16,62,67
NC0351020,"CLAYTON, TOWN OF",Community water system,Surface water purchased,Johnston,CLAYTON,"19,822",12,50,104
NC1045001,CLEAR CREEK MEADOWS S/D,Community water system,Ground water,Henderson,HENDERSONVILLE,124,4,10,17
NC0160230,CLEAR MEADOWS S/D,Community water system,Ground water,Mecklenburg,MINT HILL,155,7,283,39
NC0118105,CLEARVIEW ACRES S/D,Community water system,Ground water,Catawba,HICKORY,170,7,85,31
NC0408055,CLEARWATER VALLEY WATER ASSOC,Community water system,Ground water,Bertie,WINDSOR,46,4,19,43
NC0123055,CLEVELAND COUNTY WATER,Community water system,Surface water,Cleveland,LAWNDALE,"55,037",14,64,671
NC0351176,CLEVELAND MHP,Community water system,Ground water,Johnston,GARNER,114,6,161,34
NC0180050,"CLEVELAND, TOWN OF",Community water system,Ground water,Rowan,CLEVELAND,872,10,20,151
NC0326332,CLIFFDALE WEST,Community water system,Ground water,Cumberland,FAYETTEVILLE,"15,463",87,65,131
NC0112144,CLIFTWOOD WEST WATER SYSTEM,Community water system,Ground water,Burke,HICKORY,40,4,41,19
NC0382010,"CLINTON, CITY OF",Community water system,Ground water,Sampson,CLINTON,"12,410",23,9,75
NC0188135,CLUB COLONY S/D,Community water system,Ground water,Transylvania,LAKE TOXAWAY,38,4,15,27
NC0144025,"CLYDE, TOWN OF",Community water system,Surface water purchased,Haywood,CLYDE,"3,264",5,3,78
NC0343020,"COATS, TOWN OF",Community water system,Surface water purchased,Harnett,COATS,"2,705",5,10,60
NC0157138,COLD SPRINGS POA,Community water system,Ground water,Macon,HIGHLANDS,165,6,62,18
NC0319137,COLE PARK PLAZA,Community water system,Surface water purchased,Chatham,PITTSBORO,224,8,59,38
NC0136214,COLLEGE PARK SD,Community water system,Ground water,Gaston,DALLAS,208,7,9,28
NC0465112,COLLEGE VIEW MHP,Community water system,Ground water,New Hanover,WILMINGTON,66,5,60,47
NC3079027,COLLEYBROOKE S/D,Community water system,Ground water,Rockingham,STOKESDALE MADI,124,4,0,23
NC0392116,COLONIAL HEIGHTS-MALIBU S/D,Community water system,Ground water,Wake,GARNER,238,8,41,22
NC0392213,COLONIAL HEIGHTS-MEADOWBROOK,Community water system,Ground water,Wake,GARNER,77,4,47,20
NC0181132,COLONIAL MANOR REST HOME,Community water system,Ground water,Rutherford,RUTHERFORDTON,27,3,75,17
NC0279160,COLONIAL VILLAGE,Community water system,Ground water,Rockingham,REIDSVILLE,71,4,8,22
NC0286103,COLONIAL WOODS WATER SYSTEM,Community water system,Ground water,Surry,MT AIRY,206,8,66,32
NC0489010,COLUMBIA WATER SYSTEM,Community water system,Ground water,Tyrrell,COLUMBIA,891,8,52,97
NC0424060,COLUMBUS CO WATER DISTRICT I,Community water system,Surface water purchased,Columbus,TABOR CITY,"1,700",14,29,60
NC7024007,COLUMBUS CO WATER DISTRICT II,Community water system,Ground water,Columbus,WHITEVILLE,"7,663",13,85,74
NC7024012,COLUMBUS COUNTY WATER DIST III,Community water system,Ground water,Columbus,WHITEVILLE,"2,615",10,136,54
NC7024013,COLUMBUS COUNTY WATER DIST IV,Community water system,Ground water,Columbus,DELCO,"2,598",9,12,48
NC0175015,COLUMBUS TOWN OF,Community water system,Ground water,Polk,COLUMBUS,"2,436",12,42,70
NC4019004,COLVARD FARMS S/D,Community water system,Ground water,Chatham,CHAPEL HILL,365,11,8,31
NC0149108,COMMODORE PENINSULA WTR SYSTEM,Community water system,Ground water,Iredell,MOORESVILLE,610,7,19,43
NC0181050,CONCORD COMM WATER SYSTEM,Community water system,Surface water purchased,Rutherford,ELLENBORO,"1,831",5,18,26
NC0113010,"CONCORD, CITY OF",Community water system,Surface water,Cabarrus,CONCORD,"111,760",18,15,341
NC0433030,CONETOE COMMUNITY WATER SYSTEM,Community water system,Ground water,Edgecombe,CONETOE,990,8,60,26
NC0188104,CONNESTEE FALLS,Community water system,Ground water,Transylvania,BREVARD,"3,532",22,125,54
NC0118020,"CONOVER, CITY OF",Community water system,Surface water purchased,Catawba,CONOVER,"15,230",6,1,264
NC0150181,CONTINENTAL CLIFFS,Community water system,Ground water,Jackson,CASHIERS,69,7,26,23
NC0466025,"CONWAY, TOWN OF",Community water system,Ground water,Northampton,CONWAY,711,10,13,25
NC0392118,COOLEY`S MHP,Community water system,Ground water,Wake,YOUNGSVILLE,114,6,294,20
NC0326143,COPELAND ACRES S/D,Community water system,Ground water,Cumberland,FAYETTEVILLE,205,8,44,56
NC3001006,COPPER TRACE S/D,Community water system,Ground water,Alamance,SWEPSONVILLE,66,4,1,14
NC0136355,COPPERFIELD/CARMEL HILLS S/D,Community water system,Ground water,Gaston,GASTONIA,201,7,3,37
NC0299110,COPPERFIELD/RESTON WOODS,Community water system,Ground water,Yadkin,EAST BEND,170,9,22,31
NC0155116,CORAL PARK S/D,Community water system,Ground water,Lincoln,LINCOLNTON,40,4,46,57
NC4392125,COTESWORTH DOWN S/D,Community water system,Ground water,Wake,WAKE FOREST,506,14,72,20
NC1057005,COTTAGES AT LAKE OSSEROGA,Community water system,Ground water,Macon,HIGHLANDS,93,4,57,12
NC3095030,COTTAGES OF BOONE,Community water system,Ground water,Watauga,BOONE,890,7,1,30
NC0392081,COTTONWOOD S/D,Community water system,Ground water,Wake,KNIGHTDALE,203,7,1,15
NC0113141,COUNTRY ACRES MH S/D,Community water system,Surface water purchased,Cabarrus,CONCORD,208,15,134,42
NC0145148,COUNTRY ACRES MHP,Community water system,Ground water,Henderson,ARDEN,30,4,28,26
NC0136182,COUNTRY ACRES/SOUTHGATE,Community water system,Surface water purchased,Gaston,GASTONIA,665,7,59,67
NC0234115,COUNTRY CLUB ANNEX,Community water system,Ground water,Forsyth,WINSTON SALEM,41,6,12,28
NC0201105,COUNTRY CLUB MHP,Community water system,Ground water,Alamance,GRAHAM,195,7,97,52
NC0392092,COUNTRY CREEK S/D,Community water system,Ground water,Wake,FUQUAY-VARINA,176,7,238,21
NC0392340,COUNTRY CROSSING S/D,Community water system,Ground water,Wake,ROLESVILLE,135,6,30,22
NC0155134,COUNTRY CROSSING S/D,Community water system,Ground water,Lincoln,LINCOLNTON,183,6,6,29
NC0319124,COUNTRY ESTATES MHP,Community water system,Ground water,Chatham,APEX,60,7,157,29
NC0351104,COUNTRY HILLS S/D,Community water system,Ground water,Johnston,GARNER,152,10,23,15
NC0160218,COUNTRY HILLS S/D,Community water system,Ground water,Mecklenburg,CHARLOTTE,257,11,39,38
NC0113183,COUNTRY KNOLL S/D,Community water system,Ground water,Cabarrus,CONCORD,64,4,49,25
NC0285130,COUNTRY LIVING APTS,Community water system,Ground water,Stokes,GERMANTON,66,4,127,41
NC0136167,COUNTRY MEADOWS,Community water system,Ground water,Gaston,GASTONIA,432,10,53,48
NC0145143,COUNTRY PLACE,Community water system,Ground water,Henderson,EDNEYVILLE,97,4,20,25
NC0111157,COUNTRY PLACE S/D,Community water system,Ground water,Buncombe,LEICESTER,160,6,31,34
NC0392313,COUNTRY RIDGE S/D,Community water system,Ground water,Wake,RALEIGH,60,6,7,19
NC0392120,COUNTRY SQUIRE ESTATES,Community water system,Ground water,Wake,KNIGHTDALE,85,8,54,20
NC0392121,COUNTRY SQUIRE MOBILE ESTATES,Community water system,Ground water,Wake,ZEBULON,79,3,82,19
NC0136369,COUNTRY TIME INN,Community water system,Ground water,Gaston,KINGS MTN,59,4,66,27
NC0118306,COUNTRY VALLEY II MHP,Community water system,Ground water,Catawba,NEWTON,185,10,71,43
NC0118275,COUNTRY VALLEY MH S/D,Community water system,Ground water,Catawba,NEWTON,206,7,31,33
NC0279453,COUNTRY VILLAGE MHP,Community water system,Ground water,Rockingham,MADISON,80,6,72,35
NC0136145,COUNTRYSIDE ESTATES MHP,Community water system,Ground water,Gaston,STANLEY,99,4,29,24
NC0241191,COUNTRYSIDE S/D,Community water system,Ground water,Guilford,GREENSBORO,38,4,17,24
NC0425045,"COVE CITY, TOWN OF",Community water system,Ground water purchased,Craven,COVE CITY,440,5,10,77
NC0136382,COVINGTON ACRES MHP,Community water system,Ground water,Gaston,GASTONIA,226,9,34,34
NC0150159,COWAN VALLEY ESTATES,Community water system,Surface water purchased,Jackson,WEBSTER,53,2,52,18
NC0157153,COWEE MOUNTAIN S/D,Community water system,Ground water,Macon,HIGHLANDS,46,6,72,17
NC0113165,COX MILL,Community water system,Ground water,Cabarrus,CONCORD,198,4,4,49
NC1045015,CRAB CREEK VALLEY S/D,Community water system,Ground water,Henderson,HENDERSONVILLE,60,4,69,16
NC0118287,CRABTREE II S/D,Community water system,Ground water,Catawba,NEWTON,79,4,21,38
NC0425055,CRAVEN COUNTY WATER SYSTEM,Community water system,Ground water,Craven,NEW BERN,"32,500",39,37,74
NC0136362,CREEKSIDE ESTATE,Community water system,Ground water,Gaston,BESSEMER CITY,488,8,5,43
NC0392229,CREEKSIDE MOBILE VILLAGE,Community water system,Ground water,Wake,KNIGHTDALE,165,6,37,21
NC0351192,CREEKSIDE PLACE S/D,Community water system,Surface water purchased,Johnston,GARNER,361,5,3,18
NC0293110,CREEKSIDE SHORES S/D,Community water system,Ground water,Warren,LITTLETON,59,4,31,36
NC0351186,CREEKSTONE S/D,Community water system,Ground water,Johnston,CLAYTON,505,9,3,12
NC4092011,CRESCENT RIDGE S/D,Community water system,Ground water,Wake,WAKE FOREST,242,8,1,11
NC4092006,CREST OF CAROLINA MASTER,Community water system,Ground water,Wake,GARNER,567,10,0,14
NC0195128,CRESTVIEW ESTATES S/D,Community water system,Ground water,Watauga,BLOWING ROCK,83,7,20,31
NC0180108,CRESTVIEW S/D,Community water system,Ground water,Rowan,SALISBURY,135,6,20,39
NC0113142,CRESTVIEW S/D,Community water system,Ground water,Cabarrus,CONCORD,163,6,51,24
NC0276112,CRESTWOOD ESTATES,Community water system,Surface water purchased,Randolph,ARCHDALE,228,8,73,31
NC0494020,CRESWELL TOWN OF,Community water system,Ground water,Washington,CRESWELL,482,12,7,48
NC4392172,CROOKED CREEK S/D,Community water system,Ground water,Wake,FUQUAY-VARINA,279,8,3,18
NC0118612,CROSS COUNTRY CAMPGROUND INC,Community water system,Ground water,Catawba,DENVER,627,6,24,36
NC0392351,CROSS CREEK MHP,Community water system,Ground water,Wake,RALEIGH,442,7,40,17
NC0138107,CROSS CREEK S/D,Community water system,Ground water,Graham,ROBBINSVILLE,117,7,59,26
NC0106010,"CROSSNORE, TOWN OF",Community water system,Ground water,Avery,CROSSNORE,195,10,248,124
NC0136371,CROWDER RIDGE MHP,Community water system,Ground water,Gaston,KINGS MOUNTAIN,26,4,11,33
NC0241112,CROWN MHP,Community water system,Ground water,Guilford,GREENSBORO,343,7,147,45
NC3041042,CRUTCHFIELD FARMS S/D,Community water system,Ground water,Guilford,OAK RIDGE,81,4,2,16
NC0195110,CRYSTAL MOUNTAIN,Community water system,Ground water,Watauga,BOONE,85,7,42,24
NC0157143,CULLASAJA CLUB,Community water system,Ground water,Macon,HIGHLANDS,800,18,29,30
NC0157152,CULLASAJA RIVER S/D,Community water system,Ground water,Macon,FRANKLIN,53,4,15,21
NC0427010,CURRITUCK COUNTY WATER SYSTEM,Community water system,Ground water,Currituck,MAPLE,"17,430",40,8,68
NC0136383,D&M RENTALS/HENRY MOBILE COURT,Community water system,Ground water,Gaston,GASTONIA,58,8,40,27
NC0136122,DALEWOOD-MONTERAY WTR SYSTEM,Community water system,Ground water,Gaston,GASTONIA,142,6,25,32
NC0392108,DALLAS ACRES,Community water system,Ground water,Wake,GARNER,150,7,41,16
NC0136065,"DALLAS, TOWN OF",Community water system,Surface water,Gaston,DALLAS,"7,422",9,60,422
NC0279040,DAN RIVER WATER INC,Community water system,Surface water purchased,Rockingham,EDEN,"11,890",15,33,44
NC0285020,"DANBURY, TOWN OF",Community water system,Ground water,Stokes,DANBURY,250,7,42,83
NC1081016,DANIEL MORGAN WTR DISTRICT-NC,Community water system,Surface water purchased,Rutherford,MOORESBORO,302,2,12,13
NC0428025,DARE CO-CAPE HATTERAS WATER,Community water system,Ground water,Dare,BUXTON,"5,486",31,6,50
NC0428035,DARE CO-RWS WATER SYSTEM,Community water system,Ground water,Dare,RODANTHE,"2,100",8,5,44
NC6028002,DARE CO-STUMPY POINT WATER SYS,Community water system,Ground water,Dare,STUMPY POINT,269,7,0,27
NC0428030,DARE COUNTY WATER SYSTEM,Community water system,Ground water,Dare,KILL DEVIL HILL,"22,766",36,9,176
NC0149175,DAVIDSON DOWNES,Community water system,Ground water,Iredell,MOORESVILLE,240,7,46,68
