PWS ID,PWS Name,EPA Region,Primacy Agency,PWS Type,Primacy Type,Primary Source,Activity Status,Deactivation Date,Population Served Count,Rule Name,Violation Code,Violation Type,Violation Category Code,Is Health Based,Contaminant Name,Compliance Period Begin Date,Compliance Period End Date,Compliance Status,RTC Date,Enforcement Action Type Code,Enforcement Action Description,Is Major Violation,Severity Indicator Count,Public Notification Tier,Violation First Reported Date
NC0286529,DOT-SURRY CO I-77 WEIGH ST SBL,Region 4,North Carolina,Transient non-community system,State,Ground water,Active,,200,Ground Water Rule,34,"Monitoring, Source Water (GWR)",MR,N,E. COLI,06-SEP-2021,,Open,,SIE,State Public Notification requested,Y,,3,23-DEC-2021
NC3041114,TIRE MAX,Region 4,North Carolina,Transient non-community system,State,Ground water,Active,,25,Revised Total Coliform Rule,3A,"Monitoring, Routine (RTCR)",MON,N,Revised Total Coliform Rule,01-SEP-2021,30-SEP-2021,Known,,SFO,State Administrative/Compliance Order with penalty issued,Y,,3,18-NOV-2021
NC1011012,STOCKTON FARM COUNTRY STORE,Region 4,North Carolina,Transient non-community system,State,Ground water,Active,,100,Revised Total Coliform Rule,3A,"Monitoring, Routine (RTCR)",MON,N,Revised Total Coliform Rule,01-SEP-2021,30-SEP-2021,Known,,SFO,State Administrative/Compliance Order with penalty issued,Y,,3,18-NOV-2021
NC0181430,POINT OF VIEW RESTAURANT,Region 4,North Carolina,Transient non-community system,State,Ground water,Active,,30,Revised Total Coliform Rule,3A,"Monitoring, Routine (RTCR)",MON,N,Revised Total Coliform Rule,01-SEP-2021,30-SEP-2021,Known,,SFO,State Administrative/Compliance Order with penalty issued,Y,,3,18-NOV-2021
NC0276563,CAPTAIN TOMS SEAFOOD,Region 4,North Carolina,Transient non-community system,State,Ground water,Active,,25,Revised Total Coliform Rule,3A,"Monitoring, Routine (RTCR)",MON,N,Revised Total Coliform Rule,01-SEP-2021,30-SEP-2021,Known,,SFO,State Administrative/Compliance Order with penalty issued,Y,,3,18-NOV-2021
NC3099022,RAGAPPLE LASSIE VINEYARD,Region 4,North Carolina,Transient non-community system,State,Ground water,Active,,25,Revised Total Coliform Rule,3A,"Monitoring, Routine (RTCR)",MON,N,Revised Total Coliform Rule,01-SEP-2021,30-SEP-2021,Known,,SFO,State Administrative/Compliance Order with penalty issued,Y,,3,18-NOV-2021
NC0392978,CATHY LEE CHILD DEVELOPMENT CENTER,Region 4,North Carolina,Non-Transient non-community system,State,Ground water,Active,,70,Revised Total Coliform Rule,3A,"Monitoring, Routine (RTCR)",MON,N,Revised Total Coliform Rule,01-SEP-2021,30-SEP-2021,Known,,SFO,State Administrative/Compliance Order with penalty issued,Y,,3,18-NOV-2021
NC0299538,YADKIN VALLEY ECONOMIC DEVELOPMENT DIST,Region 4,North Carolina,Non-Transient non-community system,State,Ground water,Active,,37,Revised Total Coliform Rule,1A,"Maximum Contaminant Level Violation, E. coli (RTCR)",MCL,Y,Revised Total Coliform Rule,01-SEP-2021,30-SEP-2021,Returned to Compliance,31-OCT-2021,SIF,State Public Notification received,,,1,18-NOV-2021
NC0217101,CAROLINA MANOR MHP,Region 4,North Carolina,Community water system,State,Ground water,Active,,38,Revised Total Coliform Rule,3A,"Monitoring, Routine (RTCR)",MON,N,Revised Total Coliform Rule,01-SEP-2021,30-SEP-2021,Known,,SIE,State Public Notification requested,Y,,3,18-NOV-2021
NC0286134,BAILEY MHP  NO 1,Region 4,North Carolina,Community water system,State,Ground water,Active,,94,Revised Total Coliform Rule,3A,"Monitoring, Routine (RTCR)",MON,N,Revised Total Coliform Rule,01-SEP-2021,30-SEP-2021,Returned to Compliance,30-NOV-2021,SOX,State Compliance achieved,Y,,3,18-NOV-2021
NC0136060,"LOWELL, CITY OF",Region 4,North Carolina,Community water system,State,Surface water purchased,Active,,"3,725",Revised Total Coliform Rule,3A,"Monitoring, Routine (RTCR)",MON,N,Revised Total Coliform Rule,01-SEP-2021,30-SEP-2021,Returned to Compliance,18-OCT-2021,SIE,State Public Notification requested,Y,,3,18-NOV-2021
NC0347030,HOKE CO REGIONAL--ROCKFISH,Region 4,North Carolina,Community water system,State,Surface water purchased,Active,,"5,920",Stage 2 Disinfectants and Disinfection Byproducts Rule,27,Monitoring and Reporting (DBP),MR,N,TTHM,01-SEP-2021,30-NOV-2021,Known,,SIE,State Public Notification requested,Y,2,3,23-DEC-2021
NC0464118,RIVERSIDE MHP,Region 4,North Carolina,Community water system,State,Ground water,Active,,75,Revised Total Coliform Rule,3A,"Monitoring, Routine (RTCR)",MON,N,Revised Total Coliform Rule,01-SEP-2021,30-SEP-2021,Returned to Compliance,05-OCT-2021,SFO,State Administrative/Compliance Order with penalty issued,Y,,3,18-NOV-2021
NC0498020,"ELM CITY, TOWN OF",Region 4,North Carolina,Community water system,State,Surface water purchased,Active,,"1,720",Revised Total Coliform Rule,3A,"Monitoring, Routine (RTCR)",MON,N,Revised Total Coliform Rule,01-SEP-2021,30-SEP-2021,Returned to Compliance,04-OCT-2021,SFO,State Administrative/Compliance Order with penalty issued,Y,,3,18-NOV-2021
NC0190015,"MARSHVILLE, TOWN OF",Region 4,North Carolina,Community water system,State,Surface water purchased,Active,,"2,475",Stage 2 Disinfectants and Disinfection Byproducts Rule,27,Monitoring and Reporting (DBP),MR,N,Total Haloacetic Acids (HAA5),01-SEP-2021,30-NOV-2021,Known,,SIE,State Public Notification requested,Y,2,3,23-DEC-2021
NC0190015,"MARSHVILLE, TOWN OF",Region 4,North Carolina,Community water system,State,Surface water purchased,Active,,"2,475",Stage 2 Disinfectants and Disinfection Byproducts Rule,27,Monitoring and Reporting (DBP),MR,N,TTHM,01-SEP-2021,30-NOV-2021,Known,,SIE,State Public Notification requested,Y,2,3,23-DEC-2021
NC0304012,ANSONVILLE WATER SYSTEM,Region 4,North Carolina,Community water system,State,Surface water purchased,Active,,"1,262",Revised Total Coliform Rule,3A,"Monitoring, Routine (RTCR)",MON,N,Revised Total Coliform Rule,01-SEP-2021,30-SEP-2021,Returned to Compliance,05-OCT-2021,SIE,State Public Notification requested,Y,,3,18-NOV-2021
NC0239010,"OXFORD, CITY OF",Region 4,North Carolina,Community water system,State,Surface water purchased,Active,,"8,819",Stage 2 Disinfectants and Disinfection Byproducts Rule,27,Monitoring and Reporting (DBP),MR,N,Total Haloacetic Acids (HAA5),01-SEP-2021,30-NOV-2021,Known,,SIE,State Public Notification requested,Y,2,3,23-DEC-2021
NC0239010,"OXFORD, CITY OF",Region 4,North Carolina,Community water system,State,Surface water purchased,Active,,"8,819",Stage 2 Disinfectants and Disinfection Byproducts Rule,27,Monitoring and Reporting (DBP),MR,N,TTHM,01-SEP-2021,30-NOV-2021,Known,,SIE,State Public Notification requested,Y,2,3,23-DEC-2021
NC0235025,"BUNN, TOWN OF",Region 4,North Carolina,Community water system,State,Surface water purchased,Active,,915,Stage 2 Disinfectants and Disinfection Byproducts Rule,27,Monitoring and Reporting (DBP),MR,N,Total Haloacetic Acids (HAA5),01-SEP-2021,30-NOV-2021,Known,,SIE,State Public Notification requested,Y,2,3,23-DEC-2021
NC0235025,"BUNN, TOWN OF",Region 4,North Carolina,Community water system,State,Surface water purchased,Active,,915,Stage 2 Disinfectants and Disinfection Byproducts Rule,27,Monitoring and Reporting (DBP),MR,N,TTHM,01-SEP-2021,30-NOV-2021,Known,,SIE,State Public Notification requested,Y,2,3,23-DEC-2021
NC0180194,CEDAR GLENN MHP INC,Region 4,North Carolina,Community water system,State,Ground water,Active,,198,Revised Total Coliform Rule,3A,"Monitoring, Routine (RTCR)",MON,N,Revised Total Coliform Rule,01-SEP-2021,30-SEP-2021,Returned to Compliance,05-OCT-2021,SFO,State Administrative/Compliance Order with penalty issued,Y,,3,18-NOV-2021
NC0241126,MONROE`S MHP,Region 4,North Carolina,Community water system,State,Ground water,Active,,187,Revised Total Coliform Rule,3A,"Monitoring, Routine (RTCR)",MON,N,Revised Total Coliform Rule,01-SEP-2021,30-SEP-2021,Returned to Compliance,27-OCT-2021,SFO,State Administrative/Compliance Order with penalty issued,Y,,3,18-NOV-2021
NC0241112,CROWN MHP,Region 4,North Carolina,Community water system,State,Ground water,Active,,343,Revised Total Coliform Rule,3A,"Monitoring, Routine (RTCR)",MON,N,Revised Total Coliform Rule,01-SEP-2021,30-SEP-2021,Returned to Compliance,27-OCT-2021,SFO,State Administrative/Compliance Order with penalty issued,Y,,3,18-NOV-2021
NC0286175,ORCHARD VIEW PARK,Region 4,North Carolina,Community water system,State,Ground water,Active,,109,Revised Total Coliform Rule,3A,"Monitoring, Routine (RTCR)",MON,N,Revised Total Coliform Rule,01-SEP-2021,30-SEP-2021,Known,,SIE,State Public Notification requested,Y,,3,18-NOV-2021
NC0392178,PLANTATION MHP,Region 4,North Carolina,Community water system,State,Ground water,Active,,120,Revised Total Coliform Rule,3A,"Monitoring, Routine (RTCR)",MON,N,Revised Total Coliform Rule,01-SEP-2021,30-SEP-2021,Returned to Compliance,03-OCT-2021,SIE,State Public Notification requested,Y,,3,18-NOV-2021
NC0431055,POTTERS HILL WATER ASSOCIATION,Region 4,North Carolina,Community water system,State,Ground water,Active,,79,Revised Total Coliform Rule,3A,"Monitoring, Routine (RTCR)",MON,N,Revised Total Coliform Rule,01-SEP-2021,30-SEP-2021,Returned to Compliance,12-OCT-2021,SFO,State Administrative/Compliance Order with penalty issued,Y,,3,18-NOV-2021
NC0363124,CIRCLE H MHP,Region 4,North Carolina,Community water system,State,Ground water,Active,,75,Revised Total Coliform Rule,3A,"Monitoring, Routine (RTCR)",MON,N,Revised Total Coliform Rule,01-SEP-2021,30-SEP-2021,Returned to Compliance,26-OCT-2021,SIE,State Public Notification requested,Y,,3,18-NOV-2021
NC0467229,SOUTHGATE MHP,Region 4,North Carolina,Community water system,State,Ground water purchased,Active,,94,Stage 2 Disinfectants and Disinfection Byproducts Rule,27,Monitoring and Reporting (DBP),MR,N,Total Haloacetic Acids (HAA5),01-SEP-2021,30-NOV-2021,Known,,SIE,State Public Notification requested,Y,1,3,23-DEC-2021
NC0467229,SOUTHGATE MHP,Region 4,North Carolina,Community water system,State,Ground water purchased,Active,,94,Stage 2 Disinfectants and Disinfection Byproducts Rule,27,Monitoring and Reporting (DBP),MR,N,TTHM,01-SEP-2021,30-NOV-2021,Known,,SIE,State Public Notification requested,Y,1,3,23-DEC-2021
NC0467224,SUMMERSILL ESTATES  NO 1,Region 4,North Carolina,Community water system,State,Ground water purchased,Active,,163,Stage 2 Disinfectants and Disinfection Byproducts Rule,27,Monitoring and Reporting (DBP),MR,N,Total Haloacetic Acids (HAA5),01-SEP-2021,30-NOV-2021,Known,,SIE,State Public Notification requested,Y,1,3,23-DEC-2021
NC0467224,SUMMERSILL ESTATES  NO 1,Region 4,North Carolina,Community water system,State,Ground water purchased,Active,,163,Stage 2 Disinfectants and Disinfection Byproducts Rule,27,Monitoring and Reporting (DBP),MR,N,TTHM,01-SEP-2021,30-NOV-2021,Known,,SIE,State Public Notification requested,Y,1,3,23-DEC-2021
NC0467222,RAINTREE/SUMMERSILL ESTATES #2,Region 4,North Carolina,Community water system,State,Ground water purchased,Active,,"1,539",Stage 2 Disinfectants and Disinfection Byproducts Rule,27,Monitoring and Reporting (DBP),MR,N,Total Haloacetic Acids (HAA5),01-SEP-2021,30-NOV-2021,Known,,SIE,State Public Notification requested,Y,2,3,23-DEC-2021
NC0467222,RAINTREE/SUMMERSILL ESTATES #2,Region 4,North Carolina,Community water system,State,Ground water purchased,Active,,"1,539",Stage 2 Disinfectants and Disinfection Byproducts Rule,27,Monitoring and Reporting (DBP),MR,N,TTHM,01-SEP-2021,30-NOV-2021,Known,,SIE,State Public Notification requested,Y,2,3,23-DEC-2021
NC0112571,HORSESHOE BEND CAMPGROUND,Region 4,North Carolina,Transient non-community system,State,Ground water,Active,,64,Revised Total Coliform Rule,3A,"Monitoring, Routine (RTCR)",MON,N,Revised Total Coliform Rule,01-SEP-2021,30-SEP-2021,Known,,SFO,State Administrative/Compliance Order with penalty issued,Y,,3,18-NOV-2021
NC0286574,STATE ROAD FOOD MART,Region 4,North Carolina,Transient non-community system,State,Ground water,Active,,25,Revised Total Coliform Rule,3A,"Monitoring, Routine (RTCR)",MON,N,Revised Total Coliform Rule,01-SEP-2021,30-SEP-2021,Returned to Compliance,12-OCT-2021,SIE,State Public Notification requested,Y,,3,18-NOV-2021
NC0187509,CAMP LIVING WATER,Region 4,North Carolina,Transient non-community system,State,Ground water,Active,,30,Revised Total Coliform Rule,3A,"Monitoring, Routine (RTCR)",MON,N,Revised Total Coliform Rule,01-SEP-2021,30-SEP-2021,Returned to Compliance,27-OCT-2021,SIE,State Public Notification requested,Y,,3,18-NOV-2021
NC4392522,HOMEWOOD NURSERY,Region 4,North Carolina,Transient non-community system,State,Ground water,Active,,50,Revised Total Coliform Rule,3B,"Monitoring, Additional Routine (RTCR)",MON,N,Revised Total Coliform Rule,01-SEP-2021,30-SEP-2021,Returned to Compliance,11-NOV-2021,SFO,State Administrative/Compliance Order with penalty issued,Y,,3,18-NOV-2021
NC0187576,PADDLE INN RAFTING,Region 4,North Carolina,Transient non-community system,State,Ground water,Active,,100,Revised Total Coliform Rule,3B,"Monitoring, Additional Routine (RTCR)",MON,N,Revised Total Coliform Rule,01-SEP-2021,30-SEP-2021,Known,,SFO,State Administrative/Compliance Order with penalty issued,Y,,3,18-NOV-2021
NC7071031,VIRGINIA CREEK CAMPGROUND NO 7,Region 4,North Carolina,Transient non-community system,State,Ground water,Active,,28,Revised Total Coliform Rule,3A,"Monitoring, Routine (RTCR)",MON,N,Revised Total Coliform Rule,01-SEP-2021,30-SEP-2021,Returned to Compliance,27-OCT-2021,SFO,State Administrative/Compliance Order with penalty issued,Y,,3,18-NOV-2021
NC7071043,VIRGINIA CREEK CAMPGROUND NO 10,Region 4,North Carolina,Transient non-community system,State,Ground water,Active,,28,Revised Total Coliform Rule,3A,"Monitoring, Routine (RTCR)",MON,N,Revised Total Coliform Rule,01-SEP-2021,30-SEP-2021,Returned to Compliance,27-OCT-2021,SFO,State Administrative/Compliance Order with penalty issued,Y,,3,18-NOV-2021
NC1087007,COUNTRY GIRL`S RV PARK,Region 4,North Carolina,Transient non-community system,State,Ground water,Active,,40,Revised Total Coliform Rule,1A,"Maximum Contaminant Level Violation, E. coli (RTCR)",MCL,Y,Revised Total Coliform Rule,01-SEP-2021,30-SEP-2021,Returned to Compliance,31-OCT-2021,SOX,State Compliance achieved,,,1,29-SEP-2021
NC3076012,VICTORY MTN WESLEYAN YC HILLS CABINS,Region 4,North Carolina,Transient non-community system,State,Ground water,Active,,25,Revised Total Coliform Rule,1A,"Maximum Contaminant Level Violation, E. coli (RTCR)",MCL,Y,Revised Total Coliform Rule,01-SEP-2021,30-SEP-2021,Returned to Compliance,31-OCT-2021,SOX,State Compliance achieved,,,1,29-SEP-2021
NC0347030,HOKE CO REGIONAL--ROCKFISH,Region 4,North Carolina,Community water system,State,Surface water purchased,Active,,"5,920",Stage 2 Disinfectants and Disinfection Byproducts Rule,27,Monitoring and Reporting (DBP),MR,N,Total Haloacetic Acids (HAA5),01-SEP-2021,30-NOV-2021,Known,,SIE,State Public Notification requested,Y,2,3,23-DEC-2021
NC0235102,MONTGOMERY MOBILE ESTATES,Region 4,North Carolina,Community water system,State,Ground water,Active,,56,Stage 2 Disinfectants and Disinfection Byproducts Rule,35,Failure Submit IDSE/Subpart V Plan Rpt,MR,N,Stage 2 Disinfectants and Disinfection Byproducts Rule,30-AUG-2021,,Open,,SIE,State Public Notification requested,N,,3,18-NOV-2021
NC0363124,CIRCLE H MHP,Region 4,North Carolina,Community water system,State,Ground water,Active,,75,Public Notice Rule,75,Public Notification Violation for NPDWR Violation,Other,N,Public Notice,29-AUG-2021,,Open,,,,,,3,18-NOV-2021
NC0363124,CIRCLE H MHP,Region 4,North Carolina,Community water system,State,Ground water,Active,,75,Public Notice Rule,75,Public Notification Violation for NPDWR Violation,Other,N,Public Notice,29-AUG-2021,,Returned to Compliance,03-SEP-2021,SOX,State Compliance achieved,,,3,18-NOV-2021
NC0363124,CIRCLE H MHP,Region 4,North Carolina,Community water system,State,Ground water,Active,,75,Public Notice Rule,75,Public Notification Violation for NPDWR Violation,Other,N,Public Notice,29-AUG-2021,,Returned to Compliance,03-SEP-2021,SOX,State Compliance achieved,,,3,18-NOV-2021
NC0363124,CIRCLE H MHP,Region 4,North Carolina,Community water system,State,Ground water,Active,,75,Public Notice Rule,75,Public Notification Violation for NPDWR Violation,Other,N,Public Notice,29-AUG-2021,,Returned to Compliance,03-SEP-2021,SOX,State Compliance achieved,,,3,18-NOV-2021
NC2080056,PUPUSERIA LA PROVIDENCIA,Region 4,North Carolina,Transient non-community system,State,Ground water,Active,,25,Public Notice Rule,75,Public Notification Violation for NPDWR Violation,Other,N,Public Notice,29-AUG-2021,,Returned to Compliance,09-SEP-2021,SOX,State Compliance achieved,,,3,18-NOV-2021
NC0145161,JAY MAR TRAILER PARK,Region 4,North Carolina,Community water system,State,Ground water,Active,,50,Stage 2 Disinfectants and Disinfection Byproducts Rule,35,Failure Submit IDSE/Subpart V Plan Rpt,MR,N,Stage 2 Disinfectants and Disinfection Byproducts Rule,26-AUG-2021,,Open,,SIE,State Public Notification requested,N,,3,18-NOV-2021
NC1045043,THE BOULDERS,Region 4,North Carolina,Community water system,State,Surface water purchased,Active,,25,Stage 2 Disinfectants and Disinfection Byproducts Rule,35,Failure Submit IDSE/Subpart V Plan Rpt,MR,N,Stage 2 Disinfectants and Disinfection Byproducts Rule,26-AUG-2021,,Open,,SIE,State Public Notification requested,N,,3,18-NOV-2021
NC0424102,DUTCHESS FOREST S/D,Region 4,North Carolina,Community water system,State,Ground water,Active,,81,Ground Water Rule,34,"Monitoring, Source Water (GWR)",MR,N,E. COLI,25-AUG-2021,,Open,,SIE,State Public Notification requested,Y,,3,23-DEC-2021
NC4092151,CAMBERLY S/D,Region 4,North Carolina,Community water system,State,Ground water,Active,,38,Stage 2 Disinfectants and Disinfection Byproducts Rule,35,Failure Submit IDSE/Subpart V Plan Rpt,MR,N,Stage 2 Disinfectants and Disinfection Byproducts Rule,25-AUG-2021,,Open,,SIE,State Public Notification requested,N,,3,18-NOV-2021
NC1044019,CAMP DANIEL BOONE-ARROWHEAD CAMP,Region 4,North Carolina,Transient non-community system,State,Ground water,Active,,50,Ground Water Rule,34,"Monitoring, Source Water (GWR)",MR,N,E. COLI,22-AUG-2021,,Open,,SIE,State Public Notification requested,Y,,3,23-DEC-2021
NC4092165,AVALYN S/D,Region 4,North Carolina,Community water system,State,Ground water,Active,,25,Stage 2 Disinfectants and Disinfection Byproducts Rule,35,Failure Submit IDSE/Subpart V Plan Rpt,MR,N,Stage 2 Disinfectants and Disinfection Byproducts Rule,18-AUG-2021,,Open,,SIE,State Public Notification requested,N,,3,18-NOV-2021
NC4092174,MENDENHALL S/D,Region 4,North Carolina,Community water system,State,Ground water,Active,,25,Stage 2 Disinfectants and Disinfection Byproducts Rule,35,Failure Submit IDSE/Subpart V Plan Rpt,MR,N,Stage 2 Disinfectants and Disinfection Byproducts Rule,18-AUG-2021,,Open,,SIE,State Public Notification requested,N,,3,18-NOV-2021
NC0363124,CIRCLE H MHP,Region 4,North Carolina,Community water system,State,Ground water,Active,,75,Public Notice Rule,75,Public Notification Violation for NPDWR Violation,Other,N,Public Notice,14-AUG-2021,,Open,,,,,,3,18-NOV-2021
